model_short,model_full,num_keys,num_updates,n_trials,regime,RI_acc,RI_ci_lower,RI_ci_upper,RI_n_failures,RI_n_garbage,PI_acc,PI_ci_lower,PI_ci_upper,PI_n_failures,PI_n_garbage,gap_PI_minus_RI
gemma-3-4b-it,google/gemma-3-4b-it,10,5,100,AB,1.0,1.0,1.0,0,0,0.9,0.84,0.95,10,1,-0.1
gemma-3-4b-it,google/gemma-3-4b-it,10,7,100,B,1.0,1.0,1.0,0,0,0.77,0.69,0.85,23,4,-0.23
gemma-3-4b-it,google/gemma-3-4b-it,10,10,100,C,1.0,1.0,1.0,0,0,0.71,0.62,0.79,29,6,-0.29
gemma-3-4b-it,google/gemma-3-4b-it,10,15,100,B,0.99,0.97,1.0,1,0,0.81,0.73,0.89,19,4,-0.18
gemma-3-4b-it,google/gemma-3-4b-it,10,20,100,C,0.99,0.97,1.0,1,1,0.55,0.4598,0.65,45,2,-0.44
gemma-3-4b-it,google/gemma-3-4b-it,10,30,100,C,0.99,0.97,1.0,1,0,0.46,0.37,0.56,54,9,-0.53
gemma-3-4b-it,google/gemma-3-4b-it,10,50,100,C,0.93,0.88,0.97,7,3,0.32,0.23,0.41,68,7,-0.61
gemma-3-4b-it,google/gemma-3-4b-it,10,75,100,C,0.92,0.86,0.97,8,2,0.14,0.08,0.21,86,6,-0.78
gemma-3-4b-it,google/gemma-3-4b-it,10,100,100,C,0.86,0.79,0.92,14,4,0.1,0.05,0.16,90,4,-0.76
gemma-3-4b-it,google/gemma-3-4b-it,15,5,100,B,1.0,1.0,1.0,0,0,0.8,0.72,0.87,20,4,-0.2
gemma-3-4b-it,google/gemma-3-4b-it,15,7,100,C,0.97,0.93,1.0,3,2,0.64,0.55,0.73,36,7,-0.33
gemma-3-4b-it,google/gemma-3-4b-it,15,10,100,C,0.98,0.95,1.0,2,1,0.59,0.4998,0.68,41,6,-0.39
gemma-3-4b-it,google/gemma-3-4b-it,15,15,100,C,0.95,0.91,0.99,5,1,0.44,0.35,0.54,56,2,-0.51
gemma-3-4b-it,google/gemma-3-4b-it,15,20,100,C,0.92,0.86,0.97,8,2,0.32,0.23,0.42,68,7,-0.6
gemma-3-4b-it,google/gemma-3-4b-it,15,30,100,C,0.92,0.87,0.97,8,2,0.22,0.14,0.3,78,7,-0.7
gemma-3-4b-it,google/gemma-3-4b-it,15,50,100,C,0.85,0.77,0.92,15,2,0.12,0.06,0.18,88,2,-0.73
gemma-3-4b-it,google/gemma-3-4b-it,15,75,100,C,0.82,0.74,0.89,18,1,0.09,0.04,0.15,91,5,-0.73
gemma-3-4b-it,google/gemma-3-4b-it,15,100,100,C,0.85,0.78,0.91,15,2,0.02,0.0,0.05,98,2,-0.83
gemma-3-4b-it,google/gemma-3-4b-it,20,5,100,B,0.92,0.86,0.97,8,4,0.77,0.68,0.85,23,3,-0.15
gemma-3-4b-it,google/gemma-3-4b-it,20,7,100,C,0.99,0.97,1.0,1,0,0.7,0.61,0.79,30,5,-0.29
gemma-3-4b-it,google/gemma-3-4b-it,20,10,100,C,0.96,0.92,0.99,4,2,0.36,0.27,0.46,64,2,-0.6
gemma-3-4b-it,google/gemma-3-4b-it,20,15,100,C,0.95,0.9,0.99,5,1,0.32,0.23,0.41,68,3,-0.63
gemma-3-4b-it,google/gemma-3-4b-it,20,20,100,C,0.89,0.83,0.95,11,2,0.22,0.14,0.31,78,6,-0.67
gemma-3-4b-it,google/gemma-3-4b-it,20,30,100,C,0.83,0.75,0.9,17,5,0.16,0.09,0.23,84,1,-0.67
gemma-3-4b-it,google/gemma-3-4b-it,20,50,100,C,0.85,0.78,0.92,15,4,0.08,0.03,0.14,92,3,-0.77
gemma-3-4b-it,google/gemma-3-4b-it,20,75,100,C,0.85,0.77,0.92,15,2,0.07,0.03,0.12,93,2,-0.78
gemma-3-4b-it,google/gemma-3-4b-it,25,5,100,C,0.97,0.93,1.0,3,3,0.7,0.61,0.79,30,4,-0.27
gemma-3-4b-it,google/gemma-3-4b-it,25,7,100,C,0.96,0.92,0.99,4,1,0.55,0.45,0.65,45,1,-0.41
gemma-3-4b-it,google/gemma-3-4b-it,25,10,100,C,0.95,0.9,0.99,5,1,0.32,0.23,0.41,68,2,-0.63
gemma-3-4b-it,google/gemma-3-4b-it,25,15,100,C,0.88,0.81,0.94,12,3,0.13,0.07,0.2,87,2,-0.75
gemma-3-4b-it,google/gemma-3-4b-it,25,20,100,C,0.8,0.72,0.87,20,5,0.12,0.06,0.19,88,2,-0.68
gemma-3-4b-it,google/gemma-3-4b-it,25,30,100,C,0.86,0.79,0.92,14,3,0.04,0.01,0.08,96,3,-0.82
gemma-3-4b-it,google/gemma-3-4b-it,25,50,100,C,0.81,0.73,0.88,19,4,0.09,0.04,0.15,91,5,-0.72
gemma-3-4b-it,google/gemma-3-4b-it,30,5,100,C,0.98,0.95,1.0,2,1,0.49,0.39,0.59,51,3,-0.49
gemma-3-4b-it,google/gemma-3-4b-it,30,7,100,C,0.94,0.89,0.98,6,3,0.39,0.3,0.49,61,0,-0.55
gemma-3-4b-it,google/gemma-3-4b-it,30,10,100,C,0.94,0.89,0.98,6,1,0.21,0.13,0.29,79,1,-0.73
gemma-3-4b-it,google/gemma-3-4b-it,30,15,100,C,0.83,0.75,0.9,17,6,0.16,0.09,0.24,84,2,-0.67
gemma-3-4b-it,google/gemma-3-4b-it,30,20,100,C,0.89,0.83,0.95,11,3,0.09,0.04,0.15,91,2,-0.8
gemma-3-4b-it,google/gemma-3-4b-it,30,30,100,C,0.91,0.85,0.96,9,1,0.04,0.01,0.0802,96,1,-0.87
gemma-3-4b-it,google/gemma-3-4b-it,30,50,100,C,0.87,0.8,0.93,13,3,0.06,0.02,0.11,94,0,-0.81
mamba-1.4b-hf,state-spaces/mamba-1.4b-hf,2,5,100,C,0.7,0.61,0.79,30,30,0.05,0.01,0.1,95,16,-0.65
mamba-1.4b-hf,state-spaces/mamba-1.4b-hf,2,7,100,C,0.75,0.66,0.83,25,24,0.07,0.03,0.12,93,22,-0.68
mamba-1.4b-hf,state-spaces/mamba-1.4b-hf,2,10,100,C,0.65,0.55,0.74,35,35,0.06,0.02,0.11,94,28,-0.59
pythia-410m,EleutherAI/pythia-410m,2,5,100,C,0.6,0.5,0.69,40,13,0.13,0.06,0.2,87,32,-0.47
pythia-410m,EleutherAI/pythia-410m,2,7,100,C,0.68,0.59,0.77,32,15,0.06,0.02,0.11,94,30,-0.62
pythia-410m,EleutherAI/pythia-410m,2,10,100,C,0.47,0.37,0.57,53,33,0.03,0.0,0.07,97,38,-0.44
pythia-410m,EleutherAI/pythia-410m,2,15,100,C,0.5,0.4,0.6,50,28,0.16,0.09,0.23,84,38,-0.34
pythia-410m,EleutherAI/pythia-410m,2,20,100,C,0.34,0.25,0.43,66,28,0.09,0.04,0.15,91,39,-0.25
pythia-410m,EleutherAI/pythia-410m,2,30,100,D,0.01,0.0,0.03,99,53,0.09,0.04,0.15,91,47,0.08
pythia-410m,EleutherAI/pythia-410m,2,50,100,D,0.0,0.0,0.0,100,62,0.14,0.08,0.21,86,37,0.14
pythia-410m,EleutherAI/pythia-410m,2,75,100,D,0.0,0.0,0.0,100,56,0.09,0.04,0.15,91,45,0.09
pythia-410m,EleutherAI/pythia-410m,3,5,100,C,0.65,0.55,0.74,35,23,0.12,0.06,0.1802,88,34,-0.53
pythia-410m,EleutherAI/pythia-410m,3,7,100,C,0.46,0.3698,0.56,54,33,0.16,0.09,0.23,84,37,-0.3
pythia-410m,EleutherAI/pythia-410m,3,10,100,AB,0.29,0.2,0.38,71,47,0.15,0.08,0.22,85,42,-0.14
pythia-410m,EleutherAI/pythia-410m,3,15,100,D,0.16,0.09,0.23,84,47,0.17,0.1,0.24,83,41,0.01
pythia-410m,EleutherAI/pythia-410m,3,20,100,D,0.02,0.0,0.05,98,61,0.16,0.09,0.24,84,54,0.14
pythia-410m,EleutherAI/pythia-410m,3,30,100,D,0.0,0.0,0.0,100,70,0.2,0.13,0.28,80,49,0.2
pythia-410m,EleutherAI/pythia-410m,3,50,100,D,0.0,0.0,0.0,100,59,0.19,0.12,0.27,81,56,0.19
pythia-410m,EleutherAI/pythia-410m,3,75,100,D,0.0,0.0,0.0,100,76,0.11,0.05,0.18,89,70,0.11
pythia-410m,EleutherAI/pythia-410m,5,5,100,A,0.23,0.15,0.31,77,53,0.21,0.13,0.29,79,42,-0.02
pythia-410m,EleutherAI/pythia-410m,5,7,100,D,0.2,0.12,0.28,80,45,0.21,0.14,0.29,79,47,0.01
pythia-410m,EleutherAI/pythia-410m,5,10,100,D,0.04,0.01,0.08,96,68,0.26,0.18,0.35,74,56,0.22
pythia-410m,EleutherAI/pythia-410m,5,15,100,D,0.0,0.0,0.0,100,73,0.22,0.14,0.3,78,59,0.22
pythia-410m,EleutherAI/pythia-410m,5,20,100,D,0.0,0.0,0.0,100,73,0.19,0.12,0.27,81,64,0.19
pythia-410m,EleutherAI/pythia-410m,5,30,100,D,0.0,0.0,0.0,100,69,0.18,0.11,0.2502,82,65,0.18
pythia-410m,EleutherAI/pythia-410m,7,5,100,D,0.15,0.08,0.22,85,56,0.2,0.13,0.28,80,44,0.05
pythia-410m,EleutherAI/pythia-410m,7,7,100,D,0.05,0.01,0.1,95,75,0.24,0.16,0.32,76,62,0.19
pythia-410m,EleutherAI/pythia-410m,7,10,100,D,0.01,0.0,0.03,99,75,0.21,0.13,0.29,79,67,0.2
pythia-410m,EleutherAI/pythia-410m,7,15,100,D,0.0,0.0,0.0,100,81,0.21,0.14,0.29,79,70,0.21
pythia-410m,EleutherAI/pythia-410m,7,20,100,D,0.0,0.0,0.0,100,73,0.15,0.09,0.22,85,66,0.15
pythia-410m,EleutherAI/pythia-410m,10,5,100,D,0.03,0.0,0.07,97,67,0.23,0.15,0.3102,77,67,0.2
pythia-410m,EleutherAI/pythia-410m,10,7,100,D,0.01,0.0,0.03,99,76,0.16,0.09,0.23,84,77,0.15
pythia-410m,EleutherAI/pythia-410m,10,10,100,D,0.01,0.0,0.03,99,78,0.18,0.11,0.26,82,74,0.17
pythia-410m,EleutherAI/pythia-410m,10,15,100,D,0.0,0.0,0.0,100,86,0.14,0.07,0.21,86,82,0.14
pythia-410m,EleutherAI/pythia-410m,15,5,100,D,0.0,0.0,0.0,100,80,0.2,0.13,0.28,80,72,0.2
pythia-410m,EleutherAI/pythia-410m,15,7,100,D,0.0,0.0,0.0,100,79,0.15,0.09,0.23,85,82,0.15
pythia-410m,EleutherAI/pythia-410m,15,10,100,D,0.0,0.0,0.0,100,83,0.16,0.09,0.24,84,81,0.16
pythia-410m,EleutherAI/pythia-410m,20,5,100,D,0.0,0.0,0.0,100,86,0.18,0.11,0.25,82,80,0.18
pythia-410m,EleutherAI/pythia-410m,20,7,100,D,0.0,0.0,0.0,100,85,0.1,0.05,0.1602,90,83,0.1
pythia-410m,EleutherAI/pythia-410m,20,10,100,D,0.0,0.0,0.0,100,98,0.13,0.07,0.2,87,85,0.13
pythia-410m,EleutherAI/pythia-410m,25,5,100,D,0.0,0.0,0.0,100,86,0.13,0.07,0.2,87,86,0.13
pythia-410m,EleutherAI/pythia-410m,25,7,100,D,0.01,0.0,0.03,99,85,0.18,0.11,0.26,82,81,0.17
pythia-410m,EleutherAI/pythia-410m,25,10,100,D,0.0,0.0,0.0,100,100,0.07,0.02,0.12,93,93,0.07
pythia-410m,EleutherAI/pythia-410m,30,5,100,D,0.0,0.0,0.0,100,88,0.14,0.08,0.21,86,85,0.14
pythia-410m,EleutherAI/pythia-410m,30,7,100,D,0.0,0.0,0.0,100,96,0.07,0.02,0.12,93,92,0.07
pythia-410m,EleutherAI/pythia-410m,30,10,100,A,0.0,0.0,0.0,100,97,0.0,0.0,0.0,100,98,0.0
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,2,5,100,A,0.06,0.02,0.11,94,87,0.02,0.0,0.05,98,92,-0.04
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,2,7,100,AB,0.09,0.04,0.15,91,85,0.03,0.0,0.07,97,79,-0.06
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,2,10,100,B,0.16,0.09,0.24,84,76,0.01,0.0,0.03,99,71,-0.15
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,2,15,100,C,0.58,0.48,0.68,42,36,0.0,0.0,0.0,100,33,-0.58
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,2,20,100,C,0.75,0.66,0.83,25,14,0.02,0.0,0.05,98,32,-0.73
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,2,30,100,C,0.85,0.78,0.92,15,7,0.01,0.0,0.03,99,35,-0.84
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,3,5,100,B,0.2,0.12,0.28,80,79,0.03,0.0,0.07,97,70,-0.17
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,3,7,100,AB,0.17,0.1,0.25,83,76,0.03,0.0,0.07,97,56,-0.14
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,3,10,100,C,0.48,0.38,0.58,52,47,0.02,0.0,0.05,98,44,-0.46
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,3,15,100,C,0.79,0.71,0.87,21,17,0.01,0.0,0.03,99,14,-0.78
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,3,20,100,C,0.85,0.78,0.92,15,9,0.0,0.0,0.0,100,16,-0.85
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,3,30,100,C,0.91,0.85,0.96,9,2,0.0,0.0,0.0,100,30,-0.91
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,5,5,100,C,0.32,0.23,0.41,68,64,0.07,0.02,0.12,93,34,-0.25
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,5,7,100,C,0.58,0.49,0.68,42,33,0.02,0.0,0.05,98,21,-0.56
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,5,10,100,C,0.73,0.64,0.82,27,15,0.01,0.0,0.03,99,14,-0.72
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,5,15,100,C,0.92,0.86,0.97,8,5,0.01,0.0,0.03,99,23,-0.91
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,5,20,100,C,0.9,0.84,0.95,10,2,0.01,0.0,0.03,99,19,-0.89
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,7,5,100,C,0.77,0.68,0.85,23,19,0.08,0.03,0.14,92,17,-0.69
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,7,7,100,C,0.83,0.75,0.9,17,9,0.03,0.0,0.07,97,6,-0.8
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,7,10,100,C,0.92,0.86,0.97,8,6,0.02,0.0,0.05,98,10,-0.9
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,7,15,100,C,0.92,0.87,0.97,8,4,0.03,0.0,0.07,97,22,-0.89
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,7,20,100,C,0.94,0.89,0.98,6,2,0.02,0.0,0.05,98,19,-0.92
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,7,30,100,C,0.95,0.9,0.99,5,5,0.0,0.0,0.0,100,30,-0.95
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,7,50,100,C,0.86,0.79,0.92,14,7,0.02,0.0,0.05,98,15,-0.84
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,7,75,100,C,0.77,0.68,0.85,23,13,0.0,0.0,0.0,100,18,-0.77
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,10,5,100,C,0.92,0.86,0.97,8,5,0.08,0.03,0.14,92,7,-0.84
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,10,7,100,C,0.9,0.84,0.95,10,4,0.06,0.02,0.11,94,17,-0.84
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,10,10,100,C,0.83,0.76,0.9,17,9,0.07,0.02,0.12,93,23,-0.76
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,10,15,100,C,0.87,0.8,0.9302,13,6,0.03,0.0,0.07,97,24,-0.84
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,10,20,100,C,0.84,0.77,0.91,16,10,0.05,0.01,0.1,95,25,-0.79
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,10,30,100,C,0.79,0.71,0.86,21,9,0.04,0.01,0.08,96,23,-0.75
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,10,50,100,C,0.81,0.73,0.88,19,9,0.04,0.01,0.08,96,16,-0.77
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,15,5,100,C,0.79,0.71,0.87,21,14,0.09,0.04,0.15,91,10,-0.7
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,15,7,100,C,0.85,0.78,0.92,15,7,0.07,0.03,0.12,93,22,-0.78
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,15,10,100,C,0.88,0.82,0.94,12,5,0.04,0.01,0.08,96,15,-0.84
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,15,15,100,C,0.76,0.67,0.84,24,11,0.04,0.01,0.08,96,25,-0.72
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,15,20,100,C,0.8,0.72,0.87,20,10,0.03,0.0,0.07,97,37,-0.77
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,15,30,100,C,0.7,0.61,0.79,30,14,0.1,0.05,0.16,90,32,-0.6
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,20,5,100,C,0.87,0.8,0.93,13,3,0.11,0.05,0.17,89,19,-0.76
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,20,7,100,C,0.93,0.88,0.9702,7,2,0.06,0.02,0.11,94,31,-0.87
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,20,10,100,C,0.8,0.72,0.87,20,7,0.05,0.01,0.1,95,38,-0.75
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,20,15,100,C,0.67,0.58,0.76,33,20,0.07,0.03,0.12,93,29,-0.6
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,20,20,100,C,0.68,0.59,0.77,32,16,0.04,0.01,0.08,96,22,-0.64
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,20,30,100,C,0.54,0.44,0.64,46,24,0.09,0.04,0.15,91,24,-0.45
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,25,5,100,C,0.86,0.79,0.92,14,7,0.12,0.06,0.19,88,24,-0.74
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,25,7,100,C,0.77,0.69,0.85,23,8,0.13,0.07,0.2,87,22,-0.64
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,25,10,100,C,0.7,0.61,0.79,30,17,0.1,0.05,0.16,90,40,-0.6
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,25,15,100,C,0.58,0.48,0.67,42,24,0.04,0.01,0.08,96,26,-0.54
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,25,20,100,C,0.51,0.41,0.61,49,25,0.1,0.04,0.16,90,33,-0.41
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,30,5,100,C,0.82,0.74,0.89,18,11,0.07,0.02,0.12,93,29,-0.75
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,30,7,100,C,0.72,0.63,0.81,28,11,0.08,0.03,0.13,92,37,-0.64
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,30,10,100,C,0.66,0.57,0.75,34,15,0.09,0.04,0.15,91,28,-0.57
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,30,15,100,C,0.53,0.43,0.63,47,28,0.14,0.07,0.21,86,41,-0.39
stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,30,20,100,C,0.47,0.37,0.57,53,31,0.1,0.05,0.1602,90,41,-0.37
