model,dataset,num_keys,num_updates,fvq_acc,cvq_acc,gap,fvq_ci_lower,fvq_ci_upper,cvq_ci_lower,cvq_ci_upper,n_trials,max_trials,source_file
gemma-3-270m-it,arbitrary_single,7,50,0.29,0.0,0.29,0.2,0.38,0.0,0.0,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,10,5,0.09,0.02,0.07,0.04,0.15,0.0,0.05,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,10,7,0.22,0.05,0.17,0.14,0.3,0.01,0.1,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,10,10,0.3,0.08,0.22,0.21,0.4,0.03,0.13,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,10,15,0.35,0.03,0.32,0.2598,0.44,0.0,0.07,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,10,20,0.39,0.02,0.37,0.3,0.48,0.0,0.05,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,10,30,0.32,0.0,0.32,0.23,0.41,0.0,0.0,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,10,50,0.24,0.03,0.21,0.16,0.33,0.0,0.07,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,10,75,0.1,0.0,0.1,0.05,0.16,0.0,0.0,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,10,100,0.01,0.01,0.0,0.0,0.03,0.0,0.03,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,15,5,0.2,0.01,0.19,0.12,0.28,0.0,0.03,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,15,7,0.34,0.06,0.28,0.25,0.43,0.02,0.11,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,15,10,0.35,0.07,0.28,0.26,0.45,0.03,0.12,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,15,15,0.34,0.02,0.32,0.25,0.43,0.0,0.05,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,15,20,0.3,0.01,0.29,0.21,0.39,0.0,0.03,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,15,30,0.2,0.03,0.17,0.13,0.28,0.0,0.07,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,15,50,0.05,0.0,0.05,0.01,0.0902,0.0,0.0,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,15,75,0.01,0.0,0.01,0.0,0.03,0.0,0.0,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,20,5,0.36,0.05,0.31,0.27,0.46,0.01,0.1,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,20,7,0.25,0.07,0.18,0.17,0.33,0.02,0.12,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,20,10,0.32,0.05,0.27,0.23,0.41,0.01,0.1,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,20,15,0.28,0.05,0.23,0.19,0.37,0.01,0.09,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,20,20,0.25,0.02,0.23,0.17,0.34,0.0,0.05,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,20,30,0.09,0.02,0.07,0.04,0.15,0.0,0.05,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,20,50,0.01,0.02,-0.01,0.0,0.03,0.0,0.05,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,20,75,0.03,0.03,0.0,0.0,0.07,0.0,0.07,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,25,5,0.31,0.1,0.21,0.22,0.4002,0.05,0.16,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,25,7,0.32,0.05,0.27,0.23,0.41,0.01,0.1,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,25,10,0.24,0.02,0.22,0.16,0.33,0.0,0.05,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,25,15,0.18,0.02,0.16,0.11,0.26,0.0,0.05,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,25,20,0.13,0.08,0.05,0.07,0.2,0.03,0.14,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,25,30,0.03,0.01,0.02,0.0,0.07,0.0,0.03,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,25,50,0.09,0.03,0.06,0.04,0.15,0.0,0.07,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,30,5,0.33,0.07,0.26,0.24,0.42,0.02,0.12,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,30,7,0.34,0.06,0.28,0.25,0.43,0.02,0.11,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,30,10,0.28,0.05,0.23,0.19,0.37,0.01,0.1,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,30,15,0.12,0.1,0.02,0.06,0.19,0.04,0.16,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,30,20,0.05,0.1,-0.05,0.01,0.09,0.04,0.16,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,30,30,0.03,0.02,0.01,0.0,0.07,0.0,0.05,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,arbitrary_single,30,50,0.02,0.04,-0.02,0.0,0.05,0.01,0.08,100,100,v3/results_vllm/arbitrary_single/gemma-3-270m-it/stage1_sweep_20260409_014928.json
gemma-3-270m-it,semantic_multi,2,5,0.07,0.05,0.02,0.03,0.12,0.01,0.1,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,2,7,0.11,0.01,0.1,0.05,0.18,0.0,0.03,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,2,10,0.08,0.0,0.08,0.03,0.13,0.0,0.0,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,2,15,0.06,0.0,0.06,0.02,0.11,0.0,0.0,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,3,5,0.07,0.04,0.03,0.02,0.12,0.01,0.08,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,3,7,0.04,0.03,0.01,0.01,0.08,0.0,0.07,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,3,10,0.05,0.0,0.05,0.01,0.09,0.0,0.0,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,3,15,0.11,0.01,0.1,0.05,0.17,0.0,0.03,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,3,20,0.08,0.0,0.08,0.03,0.14,0.0,0.0,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,5,5,0.04,0.03,0.01,0.01,0.08,0.0,0.07,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,5,7,0.14,0.04,0.1,0.07,0.21,0.01,0.08,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,5,10,0.14,0.03,0.11,0.08,0.21,0.0,0.07,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,5,15,0.23,0.05,0.18,0.14,0.32,0.01,0.1,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,5,20,0.31,0.08,0.23,0.22,0.4,0.03,0.14,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,5,30,0.31,0.05,0.26,0.22,0.4,0.01,0.1,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,5,50,0.11,0.03,0.08,0.05,0.17,0.0,0.07,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,7,5,0.09,0.02,0.07,0.04,0.15,0.0,0.05,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,7,7,0.09,0.01,0.08,0.04,0.15,0.0,0.03,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,7,10,0.12,0.08,0.04,0.06,0.19,0.03,0.14,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,7,15,0.18,0.09,0.09,0.11,0.26,0.04,0.15,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,7,20,0.19,0.11,0.08,0.12,0.27,0.05,0.18,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,7,30,0.13,0.06,0.07,0.07,0.2,0.02,0.11,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,7,50,0.13,0.01,0.12,0.07,0.2,0.0,0.03,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,10,5,0.09,0.06,0.03,0.04,0.15,0.02,0.11,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,10,7,0.23,0.1,0.13,0.15,0.31,0.05,0.16,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,10,10,0.22,0.11,0.11,0.14,0.31,0.05,0.18,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,10,15,0.13,0.09,0.04,0.07,0.2,0.04,0.15,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,10,20,0.13,0.05,0.08,0.07,0.2,0.01,0.09,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,10,30,0.06,0.03,0.03,0.02,0.11,0.0,0.07,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,10,50,0.09,0.03,0.06,0.04,0.15,0.0,0.06,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,15,5,0.17,0.12,0.05,0.1,0.24,0.06,0.19,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,15,7,0.23,0.09,0.14,0.15,0.31,0.04,0.15,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,15,10,0.15,0.06,0.09,0.08,0.22,0.02,0.11,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,15,15,0.19,0.05,0.14,0.12,0.27,0.01,0.1,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,15,20,0.1,0.07,0.03,0.04,0.16,0.02,0.12,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,15,30,0.15,0.03,0.12,0.08,0.22,0.0,0.07,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,15,50,0.04,0.0,0.04,0.01,0.08,0.0,0.0,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,20,5,0.25,0.1,0.15,0.17,0.34,0.05,0.16,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,20,7,0.26,0.18,0.08,0.18,0.35,0.11,0.26,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,20,10,0.11,0.09,0.02,0.05,0.17,0.04,0.15,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,20,15,0.13,0.1,0.03,0.07,0.2,0.04,0.17,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,20,20,0.13,0.05,0.08,0.07,0.2,0.01,0.1,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,20,30,0.01,0.02,-0.01,0.0,0.03,0.0,0.05,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,20,50,0.03,0.0,0.03,0.0,0.07,0.0,0.0,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,25,5,0.21,0.29,-0.08,0.13,0.29,0.21,0.38,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,25,7,0.17,0.16,0.01,0.1,0.25,0.09,0.24,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,25,10,0.19,0.09,0.1,0.12,0.27,0.04,0.15,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,25,15,0.13,0.09,0.04,0.07,0.2,0.04,0.15,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,25,20,0.12,0.07,0.05,0.06,0.19,0.03,0.13,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,25,30,0.05,0.02,0.03,0.01,0.1,0.0,0.05,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,25,50,0.04,0.06,-0.02,0.01,0.08,0.02,0.11,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,30,5,0.19,0.12,0.07,0.11,0.27,0.06,0.19,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,30,7,0.16,0.13,0.03,0.09,0.23,0.07,0.1902,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,30,10,0.12,0.11,0.01,0.06,0.18,0.05,0.17,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,30,15,0.08,0.14,-0.06,0.03,0.14,0.0798,0.21,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,30,20,0.01,0.06,-0.05,0.0,0.03,0.02,0.11,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-270m-it,semantic_multi,30,30,0.02,0.01,0.01,0.0,0.05,0.0,0.03,100,100,v3/results_vllm/semantic_multi/gemma-3-270m-it/stage1_sweep_20260409_015237.json
gemma-3-4b-it,arbitrary_single,2,5,1.0,0.87,0.13,1.0,1.0,0.8,0.93,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,2,7,0.99,0.64,0.35,0.97,1.0,0.55,0.73,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,2,10,1.0,0.66,0.34,1.0,1.0,0.57,0.75,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,2,15,1.0,0.7,0.3,1.0,1.0,0.6,0.79,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,2,20,1.0,0.67,0.33,1.0,1.0,0.58,0.76,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,2,30,1.0,0.62,0.38,1.0,1.0,0.53,0.71,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,2,50,1.0,0.54,0.46,1.0,1.0,0.44,0.63,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,2,75,0.99,0.45,0.54,0.97,1.0,0.35,0.55,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,2,100,0.99,0.38,0.61,0.97,1.0,0.29,0.47,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,3,5,1.0,0.87,0.13,1.0,1.0,0.8,0.94,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,3,7,0.99,0.74,0.25,0.97,1.0,0.65,0.82,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,3,10,0.99,0.77,0.22,0.97,1.0,0.69,0.85,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,3,15,1.0,0.84,0.16,1.0,1.0,0.77,0.91,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,3,20,1.0,0.67,0.33,1.0,1.0,0.57,0.76,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,3,30,0.98,0.61,0.37,0.95,1.0,0.52,0.7,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,3,50,1.0,0.57,0.43,1.0,1.0,0.47,0.67,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,3,75,0.97,0.6,0.37,0.94,1.0,0.5,0.7,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,3,100,0.98,0.52,0.46,0.95,1.0,0.42,0.62,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,5,5,0.98,0.86,0.12,0.95,1.0,0.79,0.93,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,5,7,1.0,0.76,0.24,1.0,1.0,0.67,0.84,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,5,10,0.99,0.69,0.3,0.97,1.0,0.6,0.78,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,5,15,1.0,0.72,0.28,1.0,1.0,0.6398,0.8,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,5,20,0.99,0.82,0.17,0.97,1.0,0.7498,0.89,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,5,30,1.0,0.71,0.29,1.0,1.0,0.62,0.8,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,5,50,1.0,0.66,0.34,1.0,1.0,0.57,0.75,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,5,75,0.97,0.53,0.44,0.93,1.0,0.44,0.62,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,5,100,0.96,0.4,0.56,0.92,0.99,0.3,0.5,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,7,5,1.0,0.82,0.18,1.0,1.0,0.74,0.89,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,7,7,1.0,0.85,0.15,1.0,1.0,0.7798,0.91,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,7,10,0.99,0.78,0.21,0.97,1.0,0.69,0.87,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,7,15,0.99,0.78,0.21,0.97,1.0,0.7,0.86,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,7,20,0.99,0.71,0.28,0.97,1.0,0.62,0.79,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,7,30,0.95,0.52,0.43,0.91,0.99,0.42,0.62,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,7,50,0.95,0.5,0.45,0.9,0.99,0.4,0.6,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,7,75,0.93,0.31,0.62,0.88,0.97,0.22,0.4,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,7,100,0.94,0.17,0.77,0.9,0.98,0.1,0.25,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,10,5,1.0,0.9,0.1,1.0,1.0,0.84,0.95,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,10,7,1.0,0.77,0.23,1.0,1.0,0.69,0.85,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,10,10,1.0,0.71,0.29,1.0,1.0,0.62,0.79,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,10,15,0.99,0.81,0.18,0.97,1.0,0.73,0.89,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,10,20,0.99,0.55,0.44,0.97,1.0,0.4598,0.65,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,10,30,0.99,0.46,0.53,0.97,1.0,0.37,0.56,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
gemma-3-4b-it,arbitrary_single,10,50,0.93,0.32,0.61,0.88,0.97,0.23,0.41,100,100,v3/results_vllm/arbitrary_single/gemma-3-4b-it/stage1_sweep_20260409_022631.json
