model,dataset,num_keys,num_updates,fvq_acc,cvq_acc,gap,fvq_ci_lower,fvq_ci_upper,cvq_ci_lower,cvq_ci_upper,n_trials,max_trials,source_file
Qwen3.5-0.8B,arbitrary_single,3,30,0.9,0.25,0.65,0.84,0.95,0.17,0.34,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,3,50,0.83,0.16,0.67,0.75,0.9,0.09,0.24,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,3,75,0.9,0.11,0.79,0.84,0.95,0.06,0.1702,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,3,100,0.88,0.06,0.82,0.82,0.94,0.02,0.11,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,5,5,0.9,0.59,0.31,0.83,0.95,0.49,0.69,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,5,7,0.88,0.56,0.32,0.81,0.94,0.4698,0.66,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,5,10,0.86,0.37,0.49,0.79,0.92,0.28,0.47,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,5,15,0.81,0.3,0.51,0.7298,0.89,0.21,0.39,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,5,20,0.77,0.26,0.51,0.68,0.85,0.1798,0.35,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,5,30,0.74,0.19,0.55,0.65,0.82,0.1198,0.27,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,5,50,0.78,0.17,0.61,0.69,0.86,0.1,0.25,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,5,75,0.68,0.16,0.52,0.59,0.77,0.09,0.24,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,5,100,0.68,0.09,0.59,0.59,0.77,0.04,0.15,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,7,5,0.83,0.41,0.42,0.76,0.9,0.32,0.51,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,7,7,0.74,0.44,0.3,0.65,0.82,0.34,0.54,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,7,10,0.65,0.4,0.25,0.56,0.74,0.3,0.49,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,7,15,0.61,0.24,0.37,0.5198,0.7,0.16,0.33,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,7,20,0.61,0.26,0.35,0.51,0.71,0.18,0.35,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,7,30,0.77,0.21,0.56,0.69,0.85,0.14,0.3,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,7,50,0.62,0.1,0.52,0.53,0.72,0.04,0.16,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,7,75,0.58,0.13,0.45,0.48,0.68,0.07,0.2,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,7,100,0.58,0.09,0.49,0.48,0.67,0.04,0.15,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,10,5,0.55,0.58,-0.03,0.45,0.65,0.48,0.68,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,10,7,0.59,0.43,0.16,0.49,0.69,0.3398,0.52,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,10,10,0.66,0.38,0.28,0.56,0.75,0.29,0.48,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,10,15,0.58,0.22,0.36,0.48,0.68,0.14,0.3,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,10,20,0.53,0.24,0.29,0.43,0.63,0.16,0.33,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,10,30,0.45,0.17,0.28,0.36,0.54,0.1,0.25,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,10,50,0.41,0.15,0.26,0.31,0.51,0.08,0.22,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,10,75,0.31,0.14,0.17,0.22,0.4,0.08,0.21,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,10,100,0.38,0.08,0.3,0.28,0.48,0.03,0.14,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,15,5,0.61,0.56,0.05,0.5198,0.71,0.47,0.66,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,15,7,0.53,0.46,0.07,0.43,0.63,0.36,0.56,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,15,10,0.62,0.31,0.31,0.52,0.72,0.22,0.41,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,15,15,0.43,0.31,0.12,0.34,0.53,0.22,0.4,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,15,20,0.45,0.23,0.22,0.35,0.55,0.15,0.32,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,15,30,0.39,0.12,0.27,0.29,0.49,0.06,0.19,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,15,50,0.32,0.12,0.2,0.24,0.41,0.06,0.18,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,15,75,0.27,0.07,0.2,0.18,0.36,0.02,0.12,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,15,100,0.37,0.08,0.29,0.27,0.47,0.03,0.13,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,20,5,0.53,0.53,0.0,0.43,0.63,0.43,0.62,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,20,7,0.52,0.4,0.12,0.42,0.61,0.31,0.5,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,20,10,0.38,0.26,0.12,0.29,0.48,0.18,0.35,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,20,15,0.35,0.18,0.17,0.25,0.4402,0.11,0.26,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,20,20,0.33,0.22,0.11,0.24,0.42,0.14,0.31,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,20,30,0.47,0.13,0.34,0.38,0.57,0.07,0.2,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,20,50,0.33,0.1,0.23,0.24,0.42,0.04,0.16,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,20,75,0.26,0.08,0.18,0.17,0.35,0.03,0.14,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,20,100,0.12,0.08,0.04,0.06,0.19,0.03,0.14,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,25,5,0.5,0.57,-0.07,0.4,0.6,0.47,0.66,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,25,7,0.36,0.4,-0.04,0.27,0.46,0.3,0.49,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,25,10,0.39,0.19,0.2,0.3,0.49,0.12,0.27,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,25,15,0.4,0.14,0.26,0.3,0.5,0.08,0.21,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,25,20,0.33,0.14,0.19,0.24,0.42,0.08,0.21,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,25,30,0.22,0.13,0.09,0.14,0.3002,0.07,0.19,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,25,50,0.13,0.06,0.07,0.07,0.2,0.02,0.11,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,25,75,0.09,0.08,0.01,0.04,0.15,0.03,0.13,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,30,5,0.53,0.55,-0.02,0.43,0.63,0.45,0.65,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,30,7,0.61,0.31,0.3,0.5198,0.71,0.22,0.4,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,30,10,0.46,0.26,0.2,0.36,0.56,0.18,0.35,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,30,15,0.38,0.2,0.18,0.2898,0.48,0.13,0.28,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,30,20,0.52,0.12,0.4,0.42,0.61,0.06,0.18,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,30,30,0.28,0.14,0.14,0.1998,0.37,0.08,0.21,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,30,50,0.22,0.1,0.12,0.14,0.3,0.04,0.16,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,arbitrary_single,30,75,0.07,0.06,0.01,0.02,0.12,0.02,0.11,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-0.8B/stage1_sweep_20260509_110846.json
Qwen3.5-0.8B,semantic_multi,2,5,0.97,0.61,0.36,0.93,1.0,0.51,0.71,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,2,7,0.96,0.55,0.41,0.92,0.99,0.45,0.65,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,2,10,0.96,0.45,0.51,0.92,0.99,0.36,0.55,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,2,15,0.98,0.46,0.52,0.95,1.0,0.36,0.56,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,2,20,0.92,0.38,0.54,0.87,0.97,0.28,0.4702,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,2,30,0.92,0.37,0.55,0.86,0.97,0.28,0.47,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,2,50,0.93,0.3,0.63,0.8798,0.98,0.21,0.39,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,3,5,0.93,0.66,0.27,0.88,0.98,0.57,0.75,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,3,7,0.95,0.55,0.4,0.9,0.99,0.45,0.65,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,3,10,0.94,0.5,0.44,0.89,0.98,0.41,0.6,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,3,15,0.88,0.51,0.37,0.81,0.94,0.4,0.61,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,3,20,0.89,0.3,0.59,0.83,0.95,0.21,0.39,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,3,30,0.9,0.33,0.57,0.84,0.96,0.24,0.43,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,3,50,0.84,0.36,0.48,0.7698,0.91,0.27,0.46,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,5,5,0.93,0.64,0.29,0.88,0.98,0.54,0.74,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,5,7,0.79,0.49,0.3,0.71,0.87,0.39,0.59,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,5,10,0.83,0.45,0.38,0.75,0.9,0.35,0.5402,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,5,15,0.81,0.35,0.46,0.73,0.89,0.25,0.45,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,5,20,0.79,0.39,0.4,0.7098,0.87,0.29,0.49,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,5,30,0.75,0.25,0.5,0.6698,0.83,0.17,0.34,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,5,50,0.78,0.34,0.44,0.7,0.85,0.2598,0.43,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,7,5,0.75,0.57,0.18,0.67,0.84,0.47,0.66,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,7,7,0.74,0.46,0.28,0.66,0.82,0.36,0.57,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,7,10,0.75,0.5,0.25,0.67,0.83,0.4,0.6,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,7,15,0.67,0.4,0.27,0.58,0.76,0.3,0.5,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,7,20,0.7,0.32,0.38,0.61,0.78,0.24,0.42,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,7,30,0.7,0.23,0.47,0.61,0.79,0.15,0.32,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,7,50,0.71,0.21,0.5,0.62,0.79,0.13,0.29,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,10,5,0.71,0.54,0.17,0.62,0.8,0.44,0.64,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,10,7,0.74,0.47,0.27,0.65,0.82,0.37,0.57,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,10,10,0.6,0.45,0.15,0.5,0.69,0.35,0.54,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,10,15,0.53,0.3,0.23,0.43,0.62,0.22,0.39,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,10,20,0.66,0.33,0.33,0.57,0.75,0.24,0.43,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,10,30,0.61,0.19,0.42,0.51,0.7,0.12,0.27,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,10,50,0.65,0.2,0.45,0.55,0.74,0.13,0.28,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,15,5,0.7,0.6,0.1,0.61,0.7802,0.5,0.6902,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,15,7,0.61,0.47,0.14,0.51,0.7,0.37,0.57,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,15,10,0.59,0.4,0.19,0.49,0.69,0.31,0.49,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,15,15,0.67,0.26,0.41,0.58,0.7602,0.18,0.35,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,15,20,0.64,0.22,0.42,0.55,0.73,0.14,0.3,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,15,30,0.65,0.15,0.5,0.56,0.74,0.08,0.22,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,15,50,0.58,0.17,0.41,0.48,0.68,0.1,0.25,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,20,5,0.6,0.48,0.12,0.5,0.69,0.38,0.58,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,20,7,0.55,0.37,0.18,0.45,0.65,0.28,0.46,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,20,10,0.65,0.32,0.33,0.56,0.7302,0.23,0.41,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,20,15,0.54,0.22,0.32,0.44,0.64,0.14,0.31,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,20,20,0.54,0.17,0.37,0.45,0.6402,0.1,0.24,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,20,30,0.42,0.1,0.32,0.32,0.51,0.04,0.16,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,20,50,0.57,0.16,0.41,0.48,0.66,0.09,0.23,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,25,5,0.69,0.46,0.23,0.6,0.78,0.36,0.56,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,25,7,0.65,0.34,0.31,0.56,0.74,0.25,0.43,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,25,10,0.54,0.24,0.3,0.45,0.64,0.16,0.3202,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,25,15,0.59,0.23,0.36,0.5,0.68,0.15,0.32,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,25,20,0.63,0.19,0.44,0.53,0.72,0.1198,0.27,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,25,30,0.52,0.16,0.36,0.42,0.62,0.09,0.24,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,25,50,0.47,0.14,0.33,0.37,0.57,0.08,0.21,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,30,5,0.58,0.51,0.07,0.48,0.6702,0.4198,0.6,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,30,7,0.62,0.28,0.34,0.52,0.72,0.2,0.37,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,30,10,0.53,0.28,0.25,0.43,0.63,0.19,0.37,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,30,15,0.58,0.27,0.31,0.48,0.68,0.19,0.36,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,30,20,0.4,0.28,0.12,0.31,0.5,0.2,0.37,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,30,30,0.46,0.21,0.25,0.36,0.56,0.13,0.29,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-0.8B,semantic_multi,30,50,0.33,0.2,0.13,0.24,0.42,0.13,0.28,100,100,v3/results_vllm/semantic_multi/Qwen3.5-0.8B/stage1_sweep_20260509_111801.json
Qwen3.5-2B,arbitrary_single,2,5,0.81,0.53,0.28,0.73,0.88,0.43,0.62,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-2B/stage1_sweep_20260509_114227.json
Qwen3.5-2B,arbitrary_single,2,7,0.85,0.45,0.4,0.78,0.91,0.36,0.55,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-2B/stage1_sweep_20260509_114227.json
Qwen3.5-2B,arbitrary_single,2,10,0.82,0.39,0.43,0.74,0.89,0.3,0.49,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-2B/stage1_sweep_20260509_114227.json
Qwen3.5-2B,arbitrary_single,2,15,0.85,0.4,0.45,0.78,0.92,0.31,0.5,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-2B/stage1_sweep_20260509_114227.json
Qwen3.5-2B,arbitrary_single,2,20,0.83,0.36,0.47,0.76,0.9,0.27,0.4502,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-2B/stage1_sweep_20260509_114227.json
Qwen3.5-2B,arbitrary_single,2,30,0.8,0.28,0.52,0.72,0.87,0.2,0.37,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-2B/stage1_sweep_20260509_114227.json
